Category,cleaned_resume
HR,"HR policies and procedures expertise, Employee handbook development, Staff training and development, New employee on-boarding, Off-boarding, Employment law knowledge, Payroll expertise, Benefits administrator, Organized, Maintains confidentiality, Microsoft Office Suite, Background screening laws, Employee benefits enrollment and termination, HRIS, ADP, Sage payroll, Creative problem solving skills, Attention to detail, Customer service, Records management, Employee relations"
HR,"Employee recruitment, Talent Acquisition, New employee orientations, Employee Engagement and assimilation, Vendor Management, Termination procedures, MS Office proficient, Onboarding, Documentation"
HR,"benchmarking, benefits, bi, cost reduction, documentation, engineer, executive coaching, senior management, financial, FSA, HR, insurance, managing, office, new construction, payroll, performance reviews, performance management, permitting, policies, presenting, processes, program implementation, recruitment, renovations, RFP, safety, tax"
HR,"SHRM - HR Generalist Certificate, CiHRG Member, SHRM Member, Notary Public, ADP Vantage, ADP Recruiting, JD Edwards (JDE), Payroll, Excel, Word, Access, PowerPoint, Outlook, SAP, HR department startup, Benefits and payroll coordination, Staff recruiting and retention, Background checks, Detail-oriented, Payroll processing, Exit interviews, Accounting and finance, Time Management, Superb interpersonal skills, Benefits administration, HRIS, Recruitment/staffing, Interviewing, Employee coaching, Performance management systems, Payroll administrator, Unemployment laws, Records maintenance, Training programs development, Audit preparation and reporting, Change management, General accounting, Budgeting proficiency, Regulatory compliance, Expertise in invoice and payment transactions, Account reconciliation, Exceptional organization, Analytical reasoning, Ethical approach, Superior attention to detail, Strong in MS Access and Excel, Invoice coding familiarity, Accounts Payable, ADP payroll, databases, filing, HR, Mac OS, Microsoft Office programs, Notary Public, nursing, Policies, project management, Purchasing, Recruiting, Scheduling, Seminars, Supervisor, Technical Support, Transportation, utilities"
HR,"HR Payroll, Accounting, Customer Service, Telemarketing, Food & Beverage, Construction, Organizational Ability, Interpersonal Skills, Communication Skills, Leadership, Problem Solving, Time Management, Microsoft Office, Excel, Attention to Detail, Workers' Compensation Knowledge, Resourceful, Team Player, Executive Presentation Development, Billing and Coding, General Ledger Accounts, Accounts Payable, Financial Services, Sales, Financial Transactions, Training, Inventory Reporting, Public Speaking, Analytical and Statistical Reporting"
HR,"ADP, Benefits, budget, databases, employee relations, special events, senior management, General Manager, hiring, HRIS, insurance, Kronos, labor relations, Lawson, leadership, managing, Medical Manager, meetings, Access, Excel, MS Office, Outlook, PowerPoint, Word, newsletter, Oracle, organizational development, payroll, PeopleSoft, performance reviews, personnel, policies, QuickBooks, record keeping, recruiting, reporting, retail, safety, teamwork, troubleshoot"
HR,"Excellent communication skills, Self-directed, Accurate and detailed, Certified in Basic Life Support (BLS), Electrocardiography Certification (EKG), Independent worker, Strong organizational skills, Energetic work attitude, Courteous demeanor, Quality Assurance, Ability to multitask, Professionalism, Reliable and willing to cover employees shifts, Event planning, Budget management, Customer service, Computer knowledge and skills, Detail oriented, Conflict resolution, Personal skills"
HR,"Leadership development, Collaborative, Organization and efficiency, Exemplary verbal and written communication, Time management, Conflict mediation, Self-starter, HR experience in Technology Field, Staffing strategies, Recruitment events, Organizational development initiatives, Employee engagement, Diversity promotion, Performance management, Talent assessment, Transparent hiring processes, Sensitive investigations, Problem resolution, Marketing, Organizational management, Computer literacy, Proficient in Microsoft Suite, Oracle based HRIS"
HR,"SAP R/3 4.7, MS Office (Word, Excel, Power Point, Outlook, Internet Applications), SQL, HTML, CSS, JavaScript, Windows 95/98/2000/XP, Recruitment, Organization Management, Time Management, Payroll, Benefits, Personal Administration, Training and Development, ESS, Performance Appraisal, problem solving, analytical skills, communication skills, collaboration, team building, fast learner, Training Need Identification, competency mapping, employee engagement, statutory compliance, grievance handling, TPM, audit, administration management, HR initiatives, HR database management, HR reports generation, organizational structures maintenance, attendance management, job description preparation, performance management, budget preparation, cost reduction, client relations, organizational development."
HR,"MS Office (Word, Excel, Outlook, PowerPoint), SAP database, Applicant tracking system, strong organizational skills, administrative skills, develop and implement creative solutions, effective communicator, trainer, committed to achieving goals, high quality performance standards, unemployment and workers' compensation claims handling, personnel file maintenance, affirmative action plan updating, employee problem sensitivity, new employee orientation, travel arrangements, assignment paperwork management, personnel transfer paperwork processing, entry and work visa applications, Tax Equalization Program management, invoice processing, general business operations support, office activity record keeping, bilingual (Spanish and English)"
HR,"Staffing and recruiting professional, Microsoft Office Suite expert, Interviewing expertise, HRIS applications proficient, On Boarding/Off-boarding, Report Writing, Employee relations, New employee orientations, Performance Management, Banking, Closing, clients, financial forecasting, hiring, Leadership, Legal, letters, Mailing, Managerial, Managing, MBA, meetings, excel, PowerPoint, MIS, negotiating, Payroll, People Soft, performance appraisal, policies, Presenter, Recruitment, recruiting, training programs"
HR,"Verbal and written communication skills, Time management and organization skills, Powerpoint presentations, Flexible, Recruiting, Investigation training, Employee engagement, Ability to develop and execute recruitment strategies, Analyze data and recommend opportunities for improvement, Experience in preparing for audits, Assisted in the hiring process by screening resumes, Ability to anticipate and identify problems, Software skills, including use of Microsoft Office software and web-based applications, Ability to work day, evening and overnight hours, Job analysis, Market pricing, Salary administration, Performance review, Employee orientation, HR policies development, Benefits administration, Recruitment coordination, ADP, PeopleSoft, HRIS systems, MS Office: Word, Excel, PowerPoint, Visio, Interpersonal skills, Counseling, Databases, Documentation, Employee communications, Employee relations, Special events, Financial, Firing, Government, HR, Leadership, Legal, Managing, Organizational, Payroll, Performance appraisals, Personnel, Presenting, Pricing, Processes, Publications, Reporting, Strategic planning, Tax, Time management, Training programs, Written"
